Subsector;Location;Location_short;Year;Demand
Shipping;Germany;DE;2030;7702682,607
Shipping;Germany;DE;2035;7702682,607
Shipping;Germany;DE;2040;7702682,607
Shipping;Germany;DE;2045;7702682,607
Shipping;Germany;DE;2050;7702682,607
